StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q27_Browser,Q27_Version,Q27_Operating System,Q27_Resolution,Q1,Q1_DO,Q9,Q9_DO,Q2,Q2_DO,Q10,Q10_DO,Q11,Q11_DO,Q12,Q12_DO,Q13,Q13_DO,Q14,Q14_DO,Q15,Q15_DO,Q16,Q16_DO,SurveyWave,Version,FL_3_DO,DefaultQuestionBlock_DO
2025-05-05 06:53:39,2025-05-05 06:55:34,IP Address,73.98.193.35,100,114,True,2025-05-05 06:55:34,R_34P1M8oLQFIgKjo,,,,,41.7016,-111.8099,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1440x900,"    Contact Center","    Contact Center|    Pharmacy|    Client|    Provider","    TruCare",PCS|    TruCare|    ImageOne|    SIE Member Web,"    Mixed status","    Offline|    Mostly Degraded|    Mixed status|    All Healthy","    Finance","    HR|    Help Desk / Support|    Finance|    Marketing","    Firewall issue (USC)","    PCS Web Alert|    Firewall issue (USC)|    Eligibility Socket Error|    MHK Slowness (USG)","    Stable with no warnings","    Fluctuating warnings|    Stable with no warnings|    Fully recovered|    Increasing degradation",TruCare Authorization issue,"    PCS Synthetic Coverage|    Eligibility Firewall Timeout|    MHK Performance Lag|TruCare Authorization issue","    System grid color","    Troubleshooting line assignments|    System grid color|    Active Managed Incidents|    Access to Care Alerts","    Firewall Degradation","    Firewall Degradation|    MHK Outage|    PCS Web Failure|    Eligibility Failure","    ImageOne socket exceptions","    Firewall reboot|    PCS Synthetic HTML error|    ImageOne socket exceptions|TruCare Authorization issue",2,StatusQuo,FL_21,Q15|Q13|Q27|Q1|Q12|Q10|Q14|Q9|Q2|Q16|Q11
2025-05-05 07:10:15,2025-05-05 07:12:53,IP Address,76.33.43.19,100,158,True,2025-05-05 07:12:54,R_360Whc13N3ir8Ep,,,,,34.2529,-118.418,anonymous,EN,Chrome,137.0.0.0,Windows NT 10.0,1375x711,"    Client","    Contact Center|    Client|    Provider|    Pharmacy","    ImageOne",PCS|    ImageOne|    TruCare|    SIE Member Web,"    Offline","    Mixed status|    Offline|    Mostly Degraded|    All Healthy","    Help Desk / Support","    Help Desk / Support|    Finance|    Marketing|    HR","    Firewall issue (USC)","    Firewall issue (USC)|    MHK Slowness (USG)|    Eligibility Socket Error|    PCS Web Alert","    Stable with no warnings","    Increasing degradation|    Fluctuating warnings|    Fully recovered|    Stable with no warnings",TruCare Authorization issue,"    PCS Synthetic Coverage|    Eligibility Firewall Timeout|TruCare Authorization issue|    MHK Performance Lag","    Access to Care Alerts","    Access to Care Alerts|    System grid color|    Active Managed Incidents|    Troubleshooting line assignments","    Eligibility Failure","    Eligibility Failure|    PCS Web Failure|    MHK Outage|    Firewall Degradation","    ImageOne socket exceptions","    ImageOne socket exceptions|    PCS Synthetic HTML error|TruCare Authorization issue|    Firewall reboot",2,ImprovedHierarchy,FL_22,Q27|Q16|Q12|Q2|Q13|Q11|Q14|Q10|Q9|Q15|Q1
2025-05-05 07:24:48,2025-05-05 07:26:37,IP Address,71.65.224.124,100,108,True,2025-05-05 07:26:37,R_6kyRx8YQEtZcJl5,,,,,35.5831,-78.7881,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1920x1080,"    Contact Center","    Client|    Contact Center|    Provider|    Pharmacy",PCS,PCS|    ImageOne|    TruCare|    SIE Member Web,"    Mostly Degraded","    Offline|    Mostly Degraded|    Mixed status|    All Healthy","    Help Desk / Support","    Finance|    Marketing|    HR|    Help Desk / Support","    PCS Web Alert","    MHK Slowness (USG)|    Firewall issue (USC)|    PCS Web Alert|    Eligibility Socket Error","    Stable with no warnings","    Stable with no warnings|    Fully recovered|    Fluctuating warnings|    Increasing degradation","    Eligibility Firewall Timeout",TruCare Authorization issue|    MHK Performance Lag|    PCS Synthetic Coverage|    Eligibility Firewall Timeout,"    System grid color","    System grid color|    Active Managed Incidents|    Access to Care Alerts|    Troubleshooting line assignments","    Eligibility Failure","    MHK Outage|    Eligibility Failure|    PCS Web Failure|    Firewall Degradation",TruCare Authorization issue,TruCare Authorization issue|    PCS Synthetic HTML error|    ImageOne socket exceptions|    Firewall reboot,2,ImprovedChartjunk,FL_25,Q9|Q14|Q13|Q1|Q10|Q16|Q2|Q11|Q15|Q27|Q12
2025-05-05 08:00:05,2025-05-05 08:03:18,IP Address,172.56.219.130,100,192,True,2025-05-05 08:03:18,R_1Djb4pZslrfDvJ0,,,,,40.0545,-75.1607,anonymous,EN,Chrome,132.0.6834.160,Windows NT 10.0,1093x615,"    Client","    Pharmacy|    Client|    Provider|    Contact Center","    ImageOne","    TruCare|    SIE Member Web|    ImageOne|PCS","    Mixed status","    Mostly Degraded|    Offline|    All Healthy|    Mixed status","    Help Desk / Support","    HR|    Help Desk / Support|    Marketing|    Finance","    PCS Web Alert","    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error","    Stable with no warnings","    Stable with no warnings|    Increasing degradation|    Fluctuating warnings|    Fully recovered","    Eligibility Firewall Timeout","    PCS Synthetic Coverage|TruCare Authorization issue|    MHK Performance Lag|    Eligibility Firewall Timeout","    System grid color","    Active Managed Incidents|    Access to Care Alerts|    System grid color|    Troubleshooting line assignments","    Eligibility Failure","    Firewall Degradation|    PCS Web Failure|    MHK Outage|    Eligibility Failure","    ImageOne socket exceptions","    Firewall reboot|TruCare Authorization issue|    ImageOne socket exceptions|    PCS Synthetic HTML error",2,ImprovedBoth,FL_26,Q27|Q2|Q1|Q14|Q13|Q12|Q15|Q10|Q11|Q16|Q9
2025-05-05 08:12:15,2025-05-05 08:16:42,IP Address,63.142.155.5,100,266,True,2025-05-05 08:16:42,R_7qxScrJlbYOGrPf,,,,,46.1382,-122.9382,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1920x1080,"    Contact Center","    Pharmacy|    Provider|    Contact Center|    Client",PCS,"    SIE Member Web|PCS|    ImageOne|    TruCare","    Mixed status","    Mixed status|    Mostly Degraded|    Offline|    All Healthy","    Help Desk / Support","    HR|    Marketing|    Help Desk / Support|    Finance","    Firewall issue (USC)","    Eligibility Socket Error|    PCS Web Alert|    Firewall issue (USC)|    MHK Slowness (USG)","    Fluctuating warnings","    Fully recovered|    Fluctuating warnings|    Increasing degradation|    Stable with no warnings",TruCare Authorization issue,TruCare Authorization issue|    PCS Synthetic Coverage|    Eligibility Firewall Timeout|    MHK Performance Lag,"    System grid color","    Access to Care Alerts|    System grid color|    Troubleshooting line assignments|    Active Managed Incidents","    Firewall Degradation","    MHK Outage|    PCS Web Failure|    Eligibility Failure|    Firewall Degradation","    Firewall reboot","    ImageOne socket exceptions|    Firewall reboot|TruCare Authorization issue|    PCS Synthetic HTML error",2,ImprovedChartjunk,FL_25,Q9|Q15|Q14|Q27|Q11|Q2|Q10|Q1|Q12|Q13|Q16
2025-05-05 08:15:25,2025-05-05 08:17:38,IP Address,66.245.169.13,100,132,True,2025-05-05 08:17:38,R_7IxXS1bnxdKfnDn,,,,,35.0832,-80.8923,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1536x864,"    Client","    Pharmacy|    Client|    Contact Center|    Provider",PCS,"    ImageOne|PCS|    SIE Member Web|    TruCare","    Mixed status","    Mixed status|    All Healthy|    Mostly Degraded|    Offline","    Help Desk / Support","    Marketing|    Help Desk / Support|    Finance|    HR","    PCS Web Alert","    MHK Slowness (USG)|    Firewall issue (USC)|    PCS Web Alert|    Eligibility Socket Error","    Increasing degradation","    Fluctuating warnings|    Fully recovered|    Stable with no warnings|    Increasing degradation","    PCS Synthetic Coverage","    MHK Performance Lag|    PCS Synthetic Coverage|TruCare Authorization issue|    Eligibility Firewall Timeout","    Access to Care Alerts","    Troubleshooting line assignments|    System grid color|    Active Managed Incidents|    Access to Care Alerts","    PCS Web Failure","    PCS Web Failure|    Firewall Degradation|    Eligibility Failure|    MHK Outage",TruCare Authorization issue,TruCare Authorization issue|    Firewall reboot|    PCS Synthetic HTML error|    ImageOne socket exceptions,2,ImprovedHierarchy,FL_22,Q27|Q13|Q10|Q11|Q16|Q15|Q14|Q12|Q2|Q1|Q9
2025-05-05 09:36:50,2025-05-05 09:38:07,IP Address,71.65.55.138,100,76,True,2025-05-05 09:38:07,R_5mF84MOVpTyoHoc,,,,,39.537,-83.455,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1920x1080,"    Client","    Pharmacy|    Client|    Contact Center|    Provider","    ImageOne",PCS|    TruCare|    ImageOne|    SIE Member Web,"    All Healthy","    All Healthy|    Offline|    Mostly Degraded|    Mixed status","    Help Desk / Support","    Finance|    Help Desk / Support|    Marketing|    HR","    PCS Web Alert","    Eligibility Socket Error|    PCS Web Alert|    Firewall issue (USC)|    MHK Slowness (USG)","    Fully recovered","    Increasing degradation|    Fully recovered|    Fluctuating warnings|    Stable with no warnings","    PCS Synthetic Coverage","    MHK Performance Lag|    PCS Synthetic Coverage|    Eligibility Firewall Timeout|TruCare Authorization issue","    Access to Care Alerts","    System grid color|    Active Managed Incidents|    Access to Care Alerts|    Troubleshooting line assignments","    MHK Outage","    Eligibility Failure|    Firewall Degradation|    MHK Outage|    PCS Web Failure",TruCare Authorization issue,"    ImageOne socket exceptions|TruCare Authorization issue|    Firewall reboot|    PCS Synthetic HTML error",2,ImprovedBoth,FL_26,Q9|Q16|Q10|Q12|Q14|Q27|Q1|Q13|Q15|Q2|Q11
2025-05-05 09:45:45,2025-05-05 09:48:27,IP Address,72.180.193.53,100,161,True,2025-05-05 09:48:27,R_3VxOlh8UGaDeQpK,,,,,30.5875,-97.8535,anonymous,EN,Chrome,136.0.0.0,Windows NT 10.0,1536x960,"    Pharmacy","    Pharmacy|    Provider|    Contact Center|    Client","    TruCare",PCS|    ImageOne|    SIE Member Web|    TruCare,"    Mixed status","    Mixed status|    Offline|    All Healthy|    Mostly Degraded","    Help Desk / Support","    Finance|    HR|    Marketing|    Help Desk / Support","    Firewall issue (USC)","    Eligibility Socket Error|    Firewall issue (USC)|    PCS Web Alert|    MHK Slowness (USG)","    Stable with no warnings","    Fluctuating warnings|    Increasing degradation|    Stable with no warnings|    Fully recovered",TruCare Authorization issue,"    Eligibility Firewall Timeout|    MHK Performance Lag|TruCare Authorization issue|    PCS Synthetic Coverage","    System grid color","    System grid color|    Active Managed Incidents|    Troubleshooting line assignments|    Access to Care Alerts","    Eligibility Failure","    Firewall Degradation|    Eligibility Failure|    PCS Web Failure|    MHK Outage","    ImageOne socket exceptions",TruCare Authorization issue|    ImageOne socket exceptions|    PCS Synthetic HTML error|    Firewall reboot,2,StatusQuo,FL_21,Q14|Q13|Q16|Q1|Q11|Q10|Q2|Q15|Q27|Q12|Q9
2025-05-05 09:46:49,2025-05-05 09:50:16,IP Address,24.126.176.37,100,207,True,2025-05-05 09:50:17,R_1DRutSD7bhO1LYl,,,,,34.0414,-84.5053,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1920x1080,"    Provider","    Client|    Provider|    Pharmacy|    Contact Center","    SIE Member Web","    TruCare|    ImageOne|PCS|    SIE Member Web","    Mixed status","    Mixed status|    All Healthy|    Mostly Degraded|    Offline","    Help Desk / Support","    Help Desk / Support|    Finance|    HR|    Marketing","    MHK Slowness (USG)","    Firewall issue (USC)|    Eligibility Socket Error|    MHK Slowness (USG)|    PCS Web Alert","    Increasing degradation","    Fluctuating warnings|    Fully recovered|    Increasing degradation|    Stable with no warnings","    MHK Performance Lag",TruCare Authorization issue|    MHK Performance Lag|    PCS Synthetic Coverage|    Eligibility Firewall Timeout,"    System grid color","    System grid color|    Access to Care Alerts|    Active Managed Incidents|    Troubleshooting line assignments","    PCS Web Failure","    Eligibility Failure|    PCS Web Failure|    MHK Outage|    Firewall Degradation","    ImageOne socket exceptions","    ImageOne socket exceptions|    Firewall reboot|TruCare Authorization issue|    PCS Synthetic HTML error",2,StatusQuo,FL_21,Q10|Q2|Q13|Q15|Q9|Q16|Q12|Q11|Q1|Q14|Q27
2025-05-05 09:49:45,2025-05-05 09:52:03,IP Address,76.19.122.39,100,138,True,2025-05-05 09:52:04,R_5I66Tod8W605ZVr,,,,,42.5301,-71.7553,anonymous,EN,Firefox,138.0,Windows NT 10.0,1280x720,"    Provider","    Client|    Provider|    Contact Center|    Pharmacy","    SIE Member Web","    TruCare|    ImageOne|PCS|    SIE Member Web","    Mostly Degraded","    Mixed status|    Offline|    Mostly Degraded|    All Healthy","    Help Desk / Support","    Finance|    Marketing|    Help Desk / Support|    HR","    PCS Web Alert","    PCS Web Alert|    Firewall issue (USC)|    Eligibility Socket Error|    MHK Slowness (USG)","    Fluctuating warnings","    Stable with no warnings|    Fluctuating warnings|    Increasing degradation|    Fully recovered",TruCare Authorization issue,"    Eligibility Firewall Timeout|    MHK Performance Lag|TruCare Authorization issue|    PCS Synthetic Coverage","    System grid color","    Troubleshooting line assignments|    Active Managed Incidents|    System grid color|    Access to Care Alerts","    MHK Outage","    MHK Outage|    Eligibility Failure|    PCS Web Failure|    Firewall Degradation","    Firewall reboot","    Firewall reboot|TruCare Authorization issue|    ImageOne socket exceptions|    PCS Synthetic HTML error",2,ImprovedChartjunk,FL_25,Q13|Q10|Q1|Q27|Q9|Q15|Q14|Q11|Q12|Q2|Q16
2025-05-05 09:54:54,2025-05-05 09:57:53,IP Address,98.210.48.196,100,178,True,2025-05-05 09:57:53,R_3v5HwNd9fdmW0i5,,,,,37.5549,-122.2708,anonymous,EN,Edge,136.0.0.0,Windows NT 10.0,1920x1200,"    Client","    Pharmacy|    Provider|    Client|    Contact Center","    TruCare",PCS|    ImageOne|    SIE Member Web|    TruCare,"    Mixed status","    Mixed status|    Offline|    All Healthy|    Mostly Degraded","    Help Desk / Support","    Marketing|    Finance|    HR|    Help Desk / Support","    Eligibility Socket Error","    Firewall issue (USC)|    Eligibility Socket Error|    MHK Slowness (USG)|    PCS Web Alert","    Increasing degradation","    Fluctuating warnings|    Increasing degradation|    Fully recovered|    Stable with no warnings",TruCare Authorization issue,TruCare Authorization issue|    PCS Synthetic Coverage|    Eligibility Firewall Timeout|    MHK Performance Lag,"    Active Managed Incidents","    System grid color|    Troubleshooting line assignments|    Access to Care Alerts|    Active Managed Incidents","    Firewall Degradation","    Firewall Degradation|    PCS Web Failure|    Eligibility Failure|    MHK Outage",TruCare Authorization issue,TruCare Authorization issue|    Firewall reboot|    ImageOne socket exceptions|    PCS Synthetic HTML error,2,ImprovedHierarchy,FL_22,Q2|Q16|Q1|Q11|Q15|Q27|Q10|Q9|Q13|Q12|Q14
2025-05-05 11:57:25,2025-05-05 12:00:27,IP Address,144.229.20.170,100,181,True,2025-05-05 12:00:27,R_6T0LgD63PyBTGdH,,,,,39.7503,-75.5453,anonymous,EN,Chrome,136.0.0.0,Windows NT 10.0,1440x900,"    Client","    Client|    Contact Center|    Provider|    Pharmacy","    TruCare","    TruCare|    ImageOne|PCS|    SIE Member Web","    All Healthy","    All Healthy|    Offline|    Mostly Degraded|    Mixed status","    HR","    HR|    Marketing|    Help Desk / Support|    Finance","    PCS Web Alert","    PCS Web Alert|    Eligibility Socket Error|    MHK Slowness (USG)|    Firewall issue (USC)","    Fully recovered","    Fully recovered|    Increasing degradation|    Stable with no warnings|    Fluctuating warnings","    MHK Performance Lag","    MHK Performance Lag|    Eligibility Firewall Timeout|TruCare Authorization issue|    PCS Synthetic Coverage","    Access to Care Alerts","    Active Managed Incidents|    Access to Care Alerts|    Troubleshooting line assignments|    System grid color","    PCS Web Failure","    MHK Outage|    Firewall Degradation|    PCS Web Failure|    Eligibility Failure","    Firewall reboot","    PCS Synthetic HTML error|    Firewall reboot|TruCare Authorization issue|    ImageOne socket exceptions",2,ImprovedChartjunk,FL_25,Q11|Q1|Q12|Q14|Q2|Q13|Q15|Q10|Q27|Q9|Q16
2025-05-05 12:33:29,2025-05-05 12:35:03,IP Address,38.240.55.75,100,94,True,2025-05-05 12:35:04,R_7dz3ArEf3ulSorh,,,,,40.7126,-74.0066,anonymous,EN,Firefox,128.0,Windows NT 10.0,1366x768,"    Provider","    Pharmacy|    Provider|    Contact Center|    Client","    TruCare","    SIE Member Web|    TruCare|    ImageOne|PCS","    All Healthy","    Mostly Degraded|    All Healthy|    Offline|    Mixed status","    Help Desk / Support","    Finance|    Help Desk / Support|    HR|    Marketing","    Firewall issue (USC)","    Eligibility Socket Error|    Firewall issue (USC)|    PCS Web Alert|    MHK Slowness (USG)","    Fully recovered","    Fluctuating warnings|    Stable with no warnings|    Fully recovered|    Increasing degradation","    PCS Synthetic Coverage",TruCare Authorization issue|    MHK Performance Lag|    Eligibility Firewall Timeout|    PCS Synthetic Coverage,"    System grid color","    Access to Care Alerts|    System grid color|    Active Managed Incidents|    Troubleshooting line assignments","    Eligibility Failure","    PCS Web Failure|    Eligibility Failure|    Firewall Degradation|    MHK Outage","    PCS Synthetic HTML error","    PCS Synthetic HTML error|TruCare Authorization issue|    Firewall reboot|    ImageOne socket exceptions",2,ImprovedHierarchy,FL_22,Q2|Q10|Q13|Q27|Q12|Q9|Q11|Q1|Q16|Q15|Q14
